"Town","FIPS","Year","Gender","Measure Type","Variable","Value"
"Ellington","0901325360","2011-2015","Male","Percent","Margins of Error",51.23
"Ellington","0901325360","2012-2016","Total","Number","Employed or Enrolled Youth",763
"Ellington","0901325360","2012-2016","Total","Number","Margins of Error",244
"Ellington","0901325360","2012-2016","Total","Percent","Employed or Enrolled Youth",98.32
"Ellington","0901325360","2012-2016","Total","Percent","Margins of Error",43.36
"Ellington","0901325360","2012-2016","Female","Number","Employed or Enrolled Youth",337
"Ellington","0901325360","2012-2016","Female","Number","Margins of Error",177
"Ellington","0901325360","2012-2016","Female","Percent","Employed or Enrolled Youth",96.29
"Ellington","0901325360","2012-2016","Female","Percent","Margins of Error",68.38
"Ellington","0901325360","2012-2016","Male","Number","Employed or Enrolled Youth",426
"Ellington","0901325360","2012-2016","Male","Number","Margins of Error",167
"Ellington","0901325360","2012-2016","Male","Percent","Employed or Enrolled Youth",100
"Ellington","0901325360","2012-2016","Male","Percent","Margins of Error",55.14
"Ellington","0901325360","2013-2017","Total","Number","Employed or Enrolled Youth",753
"Ellington","0901325360","2013-2017","Total","Number","Margins of Error",273
"Ellington","0901325360","2013-2017","Total","Percent","Employed or Enrolled Youth",97.92
"Ellington","0901325360","2013-2017","Total","Percent","Margins of Error",50.03
"Ellington","0901325360","2013-2017","Female","Number","Employed or Enrolled Youth",342
"Ellington","0901325360","2013-2017","Female","Number","Margins of Error",187
"Ellington","0901325360","2013-2017","Female","Percent","Employed or Enrolled Youth",95.53
"Ellington","0901325360","2013-2017","Female","Percent","Margins of Error",72.22
"Ellington","0901325360","2013-2017","Male","Number","Employed or Enrolled Youth",411
"Ellington","0901325360","2013-2017","Male","Number","Margins of Error",199
"Ellington","0901325360","2013-2017","Male","Percent","Employed or Enrolled Youth",100
"Ellington","0901325360","2013-2017","Male","Percent","Margins of Error",68.1
"Ellington","0901325360","2014-2018","Total","Number","Employed or Enrolled Youth",817
"Ellington","0901325360","2014-2018","Total","Number","Margins of Error",270
"Ellington","0901325360","2014-2018","Total","Percent","Employed or Enrolled Youth",98.2
"Ellington","0901325360","2014-2018","Total","Percent","Margins of Error",45.1
"Ellington","0901325360","2014-2018","Female","Number","Employed or Enrolled Youth",250
"Ellington","0901325360","2014-2018","Female","Number","Margins of Error",164
"Ellington","0901325360","2014-2018","Female","Percent","Employed or Enrolled Youth",94.34
"Ellington","0901325360","2014-2018","Female","Percent","Margins of Error",84.9
"Ellington","0901325360","2014-2018","Male","Number","Employed or Enrolled Youth",567
"Ellington","0901325360","2014-2018","Male","Number","Margins of Error",215
"Ellington","0901325360","2014-2018","Male","Percent","Employed or Enrolled Youth",100
"Ellington","0901325360","2014-2018","Male","Percent","Margins of Error",53.34
"Enfield","0900325990","2006-2010","Total","Number","Employed or Enrolled Youth",1711
"Enfield","0900325990","2006-2010","Total","Number","Margins of Error",236
"Enfield","0900325990","2006-2010","Total","Percent","Employed or Enrolled Youth",91.25
"Enfield","0900325990","2006-2010","Total","Percent","Margins of Error",17.2
"Enfield","0900325990","2006-2010","Female","Number","Employed or Enrolled Youth",822
"Enfield","0900325990","2006-2010","Female","Number","Margins of Error",166
"Enfield","0900325990","2006-2010","Female","Percent","Employed or Enrolled Youth",91.84
"Enfield","0900325990","2006-2010","Female","Percent","Margins of Error",25.95
"Enfield","0900325990","2006-2010","Male","Number","Employed or Enrolled Youth",889
"Enfield","0900325990","2006-2010","Male","Number","Margins of Error",168
"Enfield","0900325990","2006-2010","Male","Percent","Employed or Enrolled Youth",90.71
"Enfield","0900325990","2006-2010","Male","Percent","Margins of Error",24.01
"Enfield","0900325990","2007-2011","Total","Number","Employed or Enrolled Youth",1810
"Enfield","0900325990","2007-2011","Total","Number","Margins of Error",257
"Enfield","0900325990","2007-2011","Total","Percent","Employed or Enrolled Youth",93.49
"Enfield","0900325990","2007-2011","Total","Percent","Margins of Error",16.9
"Enfield","0900325990","2007-2011","Female","Number","Employed or Enrolled Youth",888
"Enfield","0900325990","2007-2011","Female","Number","Margins of Error",202
"Enfield","0900325990","2007-2011","Female","Percent","Employed or Enrolled Youth",93.67
"Enfield","0900325990","2007-2011","Female","Percent","Margins of Error",27.77
"Enfield","0900325990","2007-2011","Male","Number","Employed or Enrolled Youth",922
"Enfield","0900325990","2007-2011","Male","Number","Margins of Error",158
"Enfield","0900325990","2007-2011","Male","Percent","Employed or Enrolled Youth",93.32
"Enfield","0900325990","2007-2011","Male","Percent","Margins of Error",21.44
"Enfield","0900325990","2008-2012","Total","Number","Employed or Enrolled Youth",1760
"Enfield","0900325990","2008-2012","Total","Number","Margins of Error",260
"Enfield","0900325990","2008-2012","Total","Percent","Employed or Enrolled Youth",95.29
"Enfield","0900325990","2008-2012","Total","Percent","Margins of Error",18.52
"Enfield","0900325990","2008-2012","Female","Number","Employed or Enrolled Youth",808
"Enfield","0900325990","2008-2012","Female","Number","Margins of Error",165
"Enfield","0900325990","2008-2012","Female","Percent","Employed or Enrolled Youth",94.84
"Enfield","0900325990","2008-2012","Female","Percent","Margins of Error",26.63
"Enfield","0900325990","2008-2012","Male","Number","Employed or Enrolled Youth",952
"Enfield","0900325990","2008-2012","Male","Number","Margins of Error",200
"Enfield","0900325990","2008-2012","Male","Percent","Employed or Enrolled Youth",95.68
"Enfield","0900325990","2008-2012","Male","Percent","Margins of Error",28.23
"Enfield","0900325990","2009-2013","Total","Number","Employed or Enrolled Youth",1761
"Enfield","0900325990","2009-2013","Total","Number","Margins of Error",254
"Enfield","0900325990","2009-2013","Total","Percent","Employed or Enrolled Youth",95.97
"Enfield","0900325990","2009-2013","Total","Percent","Margins of Error",20.05
"Enfield","0900325990","2009-2013","Female","Number","Employed or Enrolled Youth",771
"Enfield","0900325990","2009-2013","Female","Number","Margins of Error",170
"Enfield","0900325990","2009-2013","Female","Percent","Employed or Enrolled Youth",97.59
"Enfield","0900325990","2009-2013","Female","Percent","Margins of Error",30.21
"Enfield","0900325990","2009-2013","Male","Number","Employed or Enrolled Youth",990
"Enfield","0900325990","2009-2013","Male","Number","Margins of Error",190
"Enfield","0900325990","2009-2013","Male","Percent","Employed or Enrolled Youth",94.74
"Enfield","0900325990","2009-2013","Male","Percent","Margins of Error",25.9
"Enfield","0900325990","2010-2014","Total","Number","Employed or Enrolled Youth",1973
"Enfield","0900325990","2010-2014","Total","Number","Margins of Error",280
"Enfield","0900325990","2010-2014","Total","Percent","Employed or Enrolled Youth",95.59
"Enfield","0900325990","2010-2014","Total","Percent","Margins of Error",18.13
"Enfield","0900325990","2010-2014","Female","Number","Employed or Enrolled Youth",934
"Enfield","0900325990","2010-2014","Female","Number","Margins of Error",173
"Enfield","0900325990","2010-2014","Female","Percent","Employed or Enrolled Youth",99.05
"Enfield","0900325990","2010-2014","Female","Percent","Margins of Error",26.55
"Enfield","0900325990","2010-2014","Male","Number","Employed or Enrolled Youth",1039
"Enfield","0900325990","2010-2014","Male","Number","Margins of Error",220
"Enfield","0900325990","2010-2014","Male","Percent","Employed or Enrolled Youth",92.69
"Enfield","0900325990","2010-2014","Male","Percent","Margins of Error",26.32
"Enfield","0900325990","2011-2015","Total","Number","Employed or Enrolled Youth",2150
"Enfield","0900325990","2011-2015","Total","Number","Margins of Error",277
"Enfield","0900325990","2011-2015","Total","Percent","Employed or Enrolled Youth",95.3
"Enfield","0900325990","2011-2015","Total","Percent","Margins of Error",17.57
"Enfield","0900325990","2011-2015","Female","Number","Employed or Enrolled Youth",1033
"Enfield","0900325990","2011-2015","Female","Number","Margins of Error",168
"Enfield","0900325990","2011-2015","Female","Percent","Employed or Enrolled Youth",98.19
"Enfield","0900325990","2011-2015","Female","Percent","Margins of Error",23.75
"Enfield","0900325990","2011-2015","Male","Number","Employed or Enrolled Youth",1117
"Enfield","0900325990","2011-2015","Male","Number","Margins of Error",220
"Enfield","0900325990","2011-2015","Male","Percent","Employed or Enrolled Youth",92.77
"Enfield","0900325990","2011-2015","Male","Percent","Margins of Error",24.8
"Enfield","0900325990","2012-2016","Total","Number","Employed or Enrolled Youth",2245
"Enfield","0900325990","2012-2016","Total","Number","Margins of Error",312
"Enfield","0900325990","2012-2016","Total","Percent","Employed or Enrolled Youth",94.25
"Enfield","0900325990","2012-2016","Total","Percent","Margins of Error",18.3
"Enfield","0900325990","2012-2016","Female","Number","Employed or Enrolled Youth",1043
"Enfield","0900325990","2012-2016","Female","Number","Margins of Error",221
"Enfield","0900325990","2012-2016","Female","Percent","Employed or Enrolled Youth",97.48
"Enfield","0900325990","2012-2016","Female","Percent","Margins of Error",28.51
"Enfield","0900325990","2012-2016","Male","Number","Employed or Enrolled Youth",1202
"Enfield","0900325990","2012-2016","Male","Number","Margins of Error",220
"Enfield","0900325990","2012-2016","Male","Percent","Employed or Enrolled Youth",91.62
"Enfield","0900325990","2012-2016","Male","Percent","Margins of Error",23.09
"Enfield","0900325990","2013-2017","Total","Number","Employed or Enrolled Youth",2137
"Enfield","0900325990","2013-2017","Total","Number","Margins of Error",293
"Enfield","0900325990","2013-2017","Total","Percent","Employed or Enrolled Youth",93.28
"Enfield","0900325990","2013-2017","Total","Percent","Margins of Error",17.82
"Enfield","0900325990","2013-2017","Female","Number","Employed or Enrolled Youth",901
"Enfield","0900325990","2013-2017","Female","Number","Margins of Error",180
"Enfield","0900325990","2013-2017","Female","Percent","Employed or Enrolled Youth",96.88
"Enfield","0900325990","2013-2017","Female","Percent","Margins of Error",27.61
"Enfield","0900325990","2013-2017","Male","Number","Employed or Enrolled Youth",1236
"Enfield","0900325990","2013-2017","Male","Number","Margins of Error",231
"Enfield","0900325990","2013-2017","Male","Percent","Employed or Enrolled Youth",90.82
"Enfield","0900325990","2013-2017","Male","Percent","Margins of Error",23.2
"Enfield","0900325990","2014-2018","Total","Number","Employed or Enrolled Youth",2121
"Enfield","0900325990","2014-2018","Total","Number","Margins of Error",314
"Enfield","0900325990","2014-2018","Total","Percent","Employed or Enrolled Youth",92.02
"Enfield","0900325990","2014-2018","Total","Percent","Margins of Error",20.16
"Enfield","0900325990","2014-2018","Female","Number","Employed or Enrolled Youth",967
"Enfield","0900325990","2014-2018","Female","Number","Margins of Error",191
"Enfield","0900325990","2014-2018","Female","Percent","Employed or Enrolled Youth",96.7
"Enfield","0900325990","2014-2018","Female","Percent","Margins of Error",28.14
"Enfield","0900325990","2014-2018","Male","Number","Employed or Enrolled Youth",1154
"Enfield","0900325990","2014-2018","Male","Number","Margins of Error",250
"Enfield","0900325990","2014-2018","Male","Percent","Employed or Enrolled Youth",88.43
"Enfield","0900325990","2014-2018","Male","Percent","Margins of Error",26.96
"Essex","0900726270","2006-2010","Total","Number","Employed or Enrolled Youth",211
"Essex","0900726270","2006-2010","Total","Number","Margins of Error",259
"Essex","0900726270","2006-2010","Total","Percent","Employed or Enrolled Youth",100
"Essex","0900726270","2006-2010","Total","Percent","Margins of Error",127.77
"Essex","0900726270","2006-2010","Female","Number","Employed or Enrolled Youth",97
"Essex","0900726270","2006-2010","Female","Number","Margins of Error",182
"Essex","0900726270","2006-2010","Female","Percent","Employed or Enrolled Youth",100
"Essex","0900726270","2006-2010","Female","Percent","Margins of Error",196.44
"Essex","0900726270","2006-2010","Male","Number","Employed or Enrolled Youth",114
"Essex","0900726270","2006-2010","Male","Number","Margins of Error",183
"Essex","0900726270","2006-2010","Male","Percent","Employed or Enrolled Youth",100
"Essex","0900726270","2006-2010","Male","Percent","Margins of Error",168.7
"Essex","0900726270","2007-2011","Total","Number","Employed or Enrolled Youth",154
"Essex","0900726270","2007-2011","Total","Number","Margins of Error",195
"Essex","0900726270","2007-2011","Total","Percent","Employed or Enrolled Youth",100
"Essex","0900726270","2007-2011","Total","Percent","Margins of Error",133.3
"Essex","0900726270","2007-2011","Female","Number","Employed or Enrolled Youth",73
